	@genefutures	abeilles	agriculteur	alimentation	aliments	alternatives	animal	cancers	cancérogène	centre international	chercheuse	citoyens	commission	consommateurs	coopérative agricole	culture	désherbant	développement	eau	effet	europe	glyphosate	greenpeace	génération	herbicide	insectes	jardinerie	lasso	loi	maladie	monde	monsanto	nature	néonicotinoïdes	ogm	paris	paysan	pesticides	plantes	politique	population	pratiques	problème	production	produits chimiques	recherche	roundup	roundup de monsanto	régions	santé	scientifiques	substances	syngenta	systèmes	terre de diatomée	traitements	travail	triskalia	vignerons	écologique	études
chercheuse	0.0	0.061127578670318705	0.01608595251613999	0.03685532462276562	0.041333753508687295	0.006708120081522402	0.025273154658773472	0.10475824341715963	0.03218558065671558	0.02218591822199581	1.0	0.01815172607458524	0.053009395160350276	0.02252545337630822	0.0	0.05406314753468504	0.036321521660981716	0.09219383772265717	0.041802980844751536	0.15642091201917266	0.05603698664884693	0.12025181583622382	0.0005254832450861822	0.023878163563082835	0.058042077928960295	0.07461893536827174	0.0	0.0	0.01581856659493174	0.06752941630492057	0.08687226145881964	0.07746397583924554	0.029912219247812104	0.03408567842018688	0.07164983431431318	0.061965250253238485	0.008686589540933857	0.10729310647627469	0.07734078829987089	0.010311682985211937	0.1158751065157476	0.03382927028195646	0.04921242891567195	0.05755540507426979	0.05949424285719088	0.22298824387415	0.08169194291693088	0.01835710468143491	0.0719572775613264	0.11168442589631816	0.17991732208368044	0.13644044950898324	0.010546259798874481	0.09312320422080735	0.0	0.059361829601174775	0.12263501109938496	0.0	0.011407876599912749	0.018437496631094775	0.213643885547887
citoyens	0.0	0.04315406136715142	0.07401931718996999	0.25072087041359886	0.010910800076529857	0.03932498343987185	0.02272719323724265	0.043092062102610934	0.04739250003245872	0.05267752981680758	0.01815172607458524	1.0	0.31289106709132164	0.20334242170111075	0.008518489415190064	0.08510679454361482	0.005325204619871385	0.0861766812645049	0.030592284560891036	0.03208911654380947	0.1726841495484637	0.04139848234772868	0.013811643630460262	0.06311791846312906	0.012999553687397195	0.010409172915441404	0.005114834501389074	0.0	0.12919721101744572	0.016135662507678814	0.265561161293521	0.34267434766389776	0.05519836769994078	0.1014828502874882	0.3046389668275072	0.14048638824844628	0.08128887433786605	0.15297367057649505	0.028835947554873717	0.21124332791466746	0.08457293331633793	0.04300504532337308	0.11869624179228905	0.03838629433940872	0.019081796906814143	0.07331148431057721	0.03963329584922606	0.04887997135717936	0.040504785477543936	0.13175595693320966	0.08028818169367455	0.03248478418096798	0.13277394241496865	0.07155782005388704	0.0	0.010797567352659887	0.10392629358984093	0.01895410021241026	0.009994706628081646	0.17420463403981884	0.04477744878448959
commission	0.0	0.09916387680795205	0.06216468075062111	0.05625705948403926	0.042318519895542826	0.012514911745271303	0.024331314055522663	0.07274597562052833	0.05637026329078356	0.034210806619905776	0.053009395160350276	0.31289106709132164	1.0	0.06274596173618625	0.0	0.09195485767852095	0.018526268028471526	0.09057711626609506	0.016934787915823826	0.11130616148668045	0.28601447146872705	0.08948206133024178	0.007142627019908085	0.035104618875622155	0.03383015243815549	0.021532220700151268	0.001511493018476873	0.0	0.1704712567075521	0.02552429950939898	0.10980932907970854	0.0546667168895598	0.044361371444279644	0.20366459207176119	0.1932875834670565	0.025396932187419816	0.006579886201608538	0.12167857073070305	0.041590478874790546	0.16901824649220207	0.06418136927643472	0.017431240373605456	0.11909391497087321	0.04105608304379871	0.031881431663520324	0.08863372550781012	0.04684839750655829	0.06197199104118199	0.021226152177628244	0.1535574820994944	0.24283294105254905	0.12443966277583994	0.048184859247023114	0.09853349583347482	0.0	0.020939668293433206	0.11569533817399136	0.013838152139637405	0.0	0.05569145177771811	0.11746024643373452
consommateurs	0.0	0.021792953319418586	0.1765029674817789	0.2411260136379766	0.11561865034703472	0.048229620378391284	0.08520075364629053	0.067077047817073	0.05966562398740046	0.11004586199907437	0.02252545337630822	0.20334242170111075	0.06274596173618625	1.0	0.005797028393297241	0.14013878285431058	0.02899139589370332	0.13948051830387395	0.07916991253671868	0.12410025225301023	0.1001507041970158	0.07456466275652973	0.08569805796147287	0.06483501637089888	0.05935713389120205	0.020070432600745675	0.031824116774180476	0.0	0.062232629478084375	0.05511875892292084	0.14791393830792865	0.17036777547988632	0.05329993187272353	0.015993170655975945	0.20715546294213805	0.04547364299514498	0.07600343059535193	0.1974644923908017	0.043927895219984595	0.1270942124202114	0.07696547744532767	0.16452195441821088	0.10839109369107346	0.14130037325025302	0.09988925091910247	0.1038254574128363	0.0687621775076257	0.06974698598833046	0.04483815594378617	0.19303051454223646	0.05353416110261953	0.06932207006453743	0.028533387845072585	0.09269982956949234	0.0	0.072867601823323	0.06802483982323805	0.02427990978937683	0.006401532454234352	0.1379494036716028	0.07728427606710905
coopérative agricole	0.0	0.0020151872545090595	0.06416679787205942	0.00267301340121033	0.0	0.02229888598663266	0.0	0.014057132060207549	0.0	0.012642790824820274	0.0	0.008518489415190064	0.0	0.005797028393297241	1.0	0.003921048568991825	0.0	0.014421993580834527	0.0	0.0	0.0	0.002558314638073272	0.12157672814516209	0.0	0.0043276562268245305	0.0	0.0	0.0	0.0	0.01795830410460428	0.0014378966417656423	0.0	0.0	0.0	0.0	0.07477687853416345	0.0036474494370583367	0.0814341072296624	0.0	0.0	0.005164528707388903	0.005997547504503444	0.0	0.009003461652399116	0.010098820766430665	0.010224128505670393	0.002247371182667312	0.0	0.005573539451587786	0.03205893955167174	0.00836955628691932	0.04345805373229103	0.0	0.0	0.0	0.0	0.028655513427749173	0.2991669443391064	0.0	0.0027239665775491946	0.010045869234396296
culture	0.003534385417271179	0.08394907420794713	0.16326816724057944	0.08679328829314477	0.05380956177639237	0.039782931819538965	0.09470224712873272	0.044002258411348985	0.03272205059652664	0.05526149826275489	0.05406314753468504	0.08510679454361482	0.09195485767852095	0.14013878285431058	0.003921048568991825	1.0	0.040555955388399664	0.15695268565433612	0.09123280485515645	0.1714827700504589	0.08686128318062335	0.051575805300256884	0.025803889128434652	0.04220920353582016	0.10886430036274161	0.10940197783898993	0.00941740420151906	0.006224471635294836	0.04698808302674045	0.055922616589876024	0.1998383087465325	0.11038164963893086	0.1109013087987195	0.06392224763325113	0.20417771409395338	0.055215971559408335	0.12136172333686668	0.1751671523289787	0.17048077007247547	0.09225531335262682	0.14373711133733827	0.12679603275472098	0.0901255751712495	0.18994343473215497	0.06441104260732806	0.10260356356737046	0.07878634998320255	0.10451325522913515	0.12379811998704299	0.12859153156726952	0.10340364086816707	0.057226382647885286	0.03538274876559999	0.14960978307996325	0.015907291899236887	0.0708239948813839	0.09494391263206353	0.002052834208233391	0.0324744653200933	0.1195502531731089	0.07975559331596575
désherbant	0.0	0.0022904796111090442	0.041675742017026	0.004861072980285447	0.03839501856165651	0.039031470215166744	0.01590182226368597	0.05345186721631313	0.25988921860267944	0.12645518673927633	0.036321521660981716	0.005325204619871385	0.018526268028471526	0.02899139589370332	0.0	0.040555955388399664	1.0	0.018031381645545408	0.03133590776053605	0.06977253869444933	0.02366657616334126	0.2451277917741015	0.003812005013481305	0.01816005585001604	0.09444196310870118	0.0010174943493719572	0.27512851714446873	0.006609196220917159	0.03617194715459242	0.004082313374070325	0.09479090845859207	0.14619468409405156	0.011812050989103694	0.0016707244061832092	0.02729875471681309	0.01983148062248331	0.000829144641465945	0.06699989502033124	0.061442651413711004	0.011354160827858336	0.005870048889398856	0.019768909668547035	0.06604517858310183	0.015861791608706755	0.026974260616969205	0.06972500793024901	0.3328359631518753	0.22472042933704406	0.008235414342320717	0.07086654848707931	0.029965671258053286	0.05786248849469532	0.0006830854470405558	0.0156750067520544	0.0	0.008971408467234956	0.013493331018902661	0.0	0.011034131141494688	0.12384337769621129	0.04643410928527134
développement	0.0	0.053115086671153444	0.21220237579435655	0.0613911650161309	0.033865753479597166	0.029265089540866897	0.03465238451262017	0.08245965159869138	0.016715951080408614	0.01935781934200874	0.09219383772265717	0.0861766812645049	0.09057711626609506	0.13948051830387395	0.014421993580834527	0.15695268565433612	0.018031381645545408	1.0	0.08656553444603207	0.19434261199747407	0.08841070812535208	0.038052071869739856	0.02659291169214059	0.053093987694804924	0.03739084588286341	0.09937393103674237	0.01896849318013595	0.0	0.11461769833904016	0.08177556598356389	0.12454844084150998	0.018613794395682635	0.18311555073768254	0.034965399918211834	0.04570529393884351	0.10949576288901505	0.1029187328173537	0.1355157236579407	0.09047358683575901	0.1317450792119661	0.16944836969514618	0.1397136195991812	0.13168017582065777	0.22106058180315682	0.06240286891559602	0.1157316362680886	0.02998610674121197	0.012457724998597233	0.10850169583595927	0.12356272990500021	0.08695838870822475	0.07016137891693137	0.007230063968166345	0.1172566566645068	0.0	0.0695675482596844	0.1629659910435131	0.0025168405213329397	0.001990736755516394	0.10307736726828838	0.10767107288825711
eau	0.0	0.01263944680229592	0.08129574027078026	0.03515324796105949	0.03783454286709758	0.026167493524687103	0.0420435421840398	0.03050963498490584	0.019172921830297836	0.029416551410939587	0.041802980844751536	0.030592284560891036	0.016934787915823826	0.07916991253671868	0.0	0.09123280485515645	0.03133590776053605	0.08656553444603207	1.0	0.08702228593624795	0.02168375577497972	0.04399707920241454	0.027142721885335525	0.020514820359685	0.035023836016891886	0.04301654861560911	0.02593698188627517	0.0	0.04773668886803394	0.028076471491772087	0.058766524056447556	0.02215696436167741	0.04828288149578561	0.018587662424243513	0.019923545931494226	0.041185265676547365	0.028411945602372462	0.18722965290415147	0.05054355611349668	0.09095100401620225	0.07366662572965897	0.060672887728243786	0.06407866526745123	0.052371900366782145	0.06027589188291392	0.03982061820835694	0.03296581211796216	0.026338813508404314	0.0665325326905072	0.08834850708038561	0.08255207980202192	0.08708939580728894	0.0036478437687066847	0.06300630701072803	0.05411963407731317	0.06857637299479248	0.03478647392504721	0.006984132615075211	0.0030690086294885488	0.07605571014859792	0.0474258661020394
effet	0.0	0.08516958971286134	0.07972980982562522	0.08300975883421337	0.11601804343495943	0.02827310910615189	0.15084855934161936	0.16555201385109325	0.019660067234399402	0.04530215642726857	0.15642091201917266	0.03208911654380947	0.11130616148668045	0.12410025225301023	0.0	0.1714827700504589	0.06977253869444933	0.19434261199747407	0.08702228593624795	1.0	0.12153757326167333	0.09167055876352685	0.03235512302060474	0.04178071278293463	0.07673992659601199	0.15627370195329268	0.09422578768657741	0.008548086765791642	0.07360325878080402	0.12239794067197306	0.16645986200308424	0.06562524145427716	0.14994351888152543	0.07866853086828826	0.0889299761227764	0.1000017117740377	0.04658170666026445	0.21672290756377727	0.11764619732912555	0.0896219731879895	0.1912260515137197	0.10524909726714413	0.17122549533159778	0.15055397376039842	0.12479703420882772	0.11836087314772956	0.13545341627207044	0.053075601450601174	0.06861944382291718	0.23503136620202958	0.17917180596413831	0.23690833247518797	0.01656519607654524	0.17534913512424002	0.0017246474796826236	0.1928192712612029	0.12825545594925486	0.007400304898842902	0.01951131301233231	0.08459209690921553	0.28120547851436306
europe	0.0	0.10921741762004716	0.07662852608451574	0.04841404651048439	0.07619919377790489	0.027960991732574568	0.05045062168304955	0.07620346219888711	0.05621813949917218	0.05460489056709356	0.05603698664884693	0.1726841495484637	0.28601447146872705	0.1001507041970158	0.0	0.08686128318062335	0.02366657616334126	0.08841070812535208	0.02168375577497972	0.12153757326167333	1.0	0.08625737081387122	0.053152138278340526	0.0462331478307577	0.06210361403194456	0.043029566743560135	0.01050621894818533	0.001620296573820902	0.11237691382428788	0.03730296726493499	0.13983310029972623	0.07016551774254329	0.04290099926023777	0.09113405613860483	0.11745346270422172	0.10128841387673009	0.03506430744509397	0.16206373353171918	0.0555358580225263	0.15309591363578184	0.08922350414718441	0.02841054129514642	0.09481506879434118	0.08718087396824631	0.07949613363965484	0.07407242070369952	0.053542397356929554	0.02380517887745006	0.021742826761104048	0.11274288151280834	0.13876383391137687	0.08880319452569327	0.07787065963833806	0.06817962371896619	0.03661372815246795	0.0207003438537611	0.07756681466991393	0.0	0.00169069016545757	0.04098759390957221	0.10030708751672358
glyphosate	0.004612067303171637	0.009969415351165335	0.04588240088768878	0.028936729004076713	0.1235816110736911	0.03192667055385304	0.032571009601595396	0.19695063129849688	0.3366139668164977	0.31787915959704477	0.12025181583622382	0.04139848234772868	0.08948206133024178	0.07456466275652973	0.002558314638073272	0.051575805300256884	0.2451277917741015	0.038052071869739856	0.04399707920241454	0.09167055876352685	0.08625737081387122	1.0	0.027327873147368013	0.10837042950499397	0.32869918188135666	0.0	0.09655562739416107	0.0013537328615596189	0.020757812512198725	0.03382657221459596	0.15783550879212063	0.21126730220536472	0.022849992132336627	0.01026621599205311	0.08540993293238844	0.015474269553642065	0.0029720264667370154	0.09559988757048854	0.05672797859432383	0.017784178063622726	0.034567175368844426	0.019547763692398183	0.06154515130913043	0.028034877188921437	0.08463860821646814	0.17078257323970691	0.46094176902768647	0.2514520251284124	0.012975569484037067	0.15596211893866235	0.1614809604893892	0.13369319844410796	0.01084328970047292	0.031847510423905497	0.0	0.007836714789424026	0.04026541834044592	0.0006696927763140886	0.0	0.017756409573726515	0.13077482361160583
greenpeace	0.0	0.03940062612820495	0.07664444355264793	0.030082712837029606	0.01802670226632645	0.049340665911569784	0.0015698234106657802	0.010725574564937166	0.004081666652925073	0.01326384665731404	0.0005254832450861822	0.013811643630460262	0.007142627019908085	0.08569805796147287	0.12157672814516209	0.025803889128434652	0.003812005013481305	0.02659291169214059	0.027142721885335525	0.03235512302060474	0.053152138278340526	0.027327873147368013	1.0	0.00410265222391572	0.011969736974521765	0.010672467751424709	0.0007192061744119735	0.0	0.004186554153605328	0.01899618199539918	0.024410772673738368	0.01969179054262052	0.007709099937381055	0.008411605559880431	0.015347599978152476	0.054677389057072194	0.006261748781206713	0.2535672426212565	0.007030583238088196	0.06052749601559571	0.03447962949930511	0.05605748725715506	0.012481908103940462	0.07213111737575151	0.030821551560977167	0.01316418335210327	0.01736175731308014	0.0023279860264641163	0.006378905674633877	0.07000887336641756	0.03192980603949256	0.049737662749024296	0.008597835350544447	0.00975880659186672	0.0	0.010627858974884153	0.032796182533837315	0.0	0.00231473342029429	0.08521370981686856	0.04311554589045625
génération	0.022156669801466463	0.04535816683423948	0.06834791417507216	0.026905919771712215	0.03373261689614025	0.08167679142147964	0.02876346286931104	0.034659315383663465	0.01623952977825846	0.05302472412302034	0.023878163563082835	0.06311791846312906	0.035104618875622155	0.06483501637089888	0.0	0.04220920353582016	0.01816005585001604	0.053093987694804924	0.020514820359685	0.04178071278293463	0.0462331478307577	0.10837042950499397	0.00410265222391572	1.0	0.07320695371102494	0.008760587544894657	0.053765530954823997	0.08129275344796114	0.03605329315439513	0.04656043339851805	0.05588389598828576	0.06533541514504397	0.03443853834545393	0.056512002731001175	0.05775298967405073	0.03833124919431511	0.025496084795480465	0.1919869806831246	0.03206175063594433	0.03696764813138209	0.03898869203109631	0.04360047799801436	0.0497657141379148	0.023286030282354448	0.07129782029575223	0.08075863273166742	0.04869907545254195	0.014787093619283737	0.03973886565372349	0.09025644262015334	0.06084431252390412	0.06654156703688753	0.005041148270442996	0.031718994138172536	0.0	0.014280308108548204	0.03777185380483779	0.019303484625666233	0.016116656413172836	0.021325735181385273	0.10065119517411741
herbicide	0.0	0.016269095773746068	0.10258399476752422	0.02894862743305856	0.034445935308478844	0.04873829105524653	0.039702438969861975	0.0875684041128379	0.10834585457961043	0.1207393525163945	0.058042077928960295	0.012999553687397195	0.03383015243815549	0.05935713389120205	0.0043276562268245305	0.10886430036274161	0.09444196310870118	0.03739084588286341	0.035023836016891886	0.07673992659601199	0.06210361403194456	0.32869918188135666	0.011969736974521765	0.07320695371102494	1.0	0.007050909269316446	0.01336368448188402	0.16487859075779304	0.01566624900908329	0.07940242039328894	0.11155474366287416	0.18912882897555677	0.026147716812365555	0.002532596479071093	0.1075913523138159	0.019632256523326334	0.01615979881593557	0.092748223752703	0.1300987886776562	0.02776965541440254	0.05135541289819184	0.033067082525710265	0.05463200487845587	0.0655957035674983	0.09644429757741357	0.09260795252823921	0.2520186538809801	0.05286927452799094	0.01316971804136136	0.1084038355860324	0.09146597515222835	0.07171793842173878	0.02011764235476766	0.05606336298847832	0.0	0.03611286410409699	0.03627327925214734	0.0	0.00238946835406384	0.05846452477266317	0.0478044607888159
